"year","gender","place","disease","age","perten"
1993,"女","新竹市","胰",63.86,4.32
1993,"女","嘉義市","胰",67,3.93
1993,"女","新北市","胰",60.84,2.03
1993,"女","桃園市","胰",57.6,0.72
1993,"女","新竹縣","胰",69.5,2.15
1993,"女","宜蘭縣","胰",69.4,2.25
1993,"女","苗栗縣","胰",62.5,3.02
1993,"女","彰化縣","胰",65.9,1.63
1993,"女","南投縣","胰",61.17,2.31
1993,"女","雲林縣","胰",65.25,1.11
1993,"女","嘉義縣","胰",69.29,2.62
1993,"女","屏東縣","胰",62.25,0.93
1993,"女","花蓮縣","胰",61.5,1.21
1993,"女","台東縣","胰",46.8,4.31
1994,"不分男女","台閩地區","胰",63.92,2.41
1994,"不分男女","台北市","胰",64.12,3.05
1994,"不分男女","台中市","胰",62.02,1.9
1994,"不分男女","台南市","胰",60.52,2.37
1994,"不分男女","高雄市","胰",63.55,1.62
1994,"不分男女","基隆市","胰",60.14,3.84
1994,"不分男女","新竹市","胰",72.75,2.37
1994,"不分男女","嘉義市","胰",62,3.07
1994,"不分男女","新北市","胰",63.93,2.21
1994,"不分男女","桃園市","胰",63.89,2.36
1994,"不分男女","新竹縣","胰",67.8,3.74
1994,"不分男女","宜蘭縣","胰",63.85,2.8
1994,"不分男女","苗栗縣","胰",66.33,3.22
1994,"不分男女","彰化縣","胰",64.33,2.58
1994,"不分男女","南投縣","胰",66.55,2.01
1994,"不分男女","雲林縣","胰",72.04,3.05
1994,"不分男女","嘉義縣","胰",63.54,4.25
1994,"不分男女","屏東縣","胰",57.53,1.87
1994,"不分男女","澎湖縣","胰",69,1.08
1994,"不分男女","花蓮縣","胰",63.13,2.23
1994,"不分男女","台東縣","胰",62.33,1.18
1994,"男","台閩地區","胰",63.27,2.87
1994,"男","台北市","胰",62.96,3.99
1994,"男","台中市","胰",62.9,2.57
1994,"男","台南市","胰",60.27,2.85
1994,"男","高雄市","胰",64.58,1.94
1994,"男","基隆市","胰",60,5.83
1994,"男","新竹市","胰",76.5,1.15
1994,"男","嘉義市","胰",65.67,2.27
1994,"男","新北市","胰",62.25,2.89
1994,"男","桃園市","胰",65.4,3.24
1994,"男","新竹縣","胰",67.3,4.73
1994,"男","宜蘭縣","胰",65,2.49
1994,"男","苗栗縣","胰",66.42,4.09
1994,"男","彰化縣","胰",58.8,1.51
1994,"男","南投縣","胰",65.33,2.1
1994,"男","雲林縣","胰",74.55,2.78
1994,"男","嘉義縣","胰",63,5.05
1994,"男","屏東縣","胰",55.75,2.52
1994,"男","花蓮縣","胰",60.2,2.6
1994,"男","台東縣","胰",57.5,1.44
1994,"女","台閩地區","胰",64.93,1.93
1994,"女","台北市","胰",66.32,2.11
1994,"女","台中市","胰",60.08,1.2
1994,"女","台南市","胰",60.94,1.86
1994,"女","高雄市","胰",61.88,1.27
1994,"女","基隆市","胰",60.67,1.71
1994,"女","新竹市","胰",71.5,3.66
1994,"女","嘉義市","胰",59.8,3.9
1994,"女","新北市","胰",67.29,1.5
1994,"女","桃園市","胰",60.1,1.4
1994,"女","新竹縣","胰",68.8,2.63
1994,"女","宜蘭縣","胰",62.86,3.13
1994,"女","苗栗縣","胰",66.17,2.27
1994,"女","彰化縣","胰",66.74,3.73
1994,"女","南投縣","胰",68,1.92
1994,"女","雲林縣","胰",69.75,3.36
1994,"女","嘉義縣","胰",64.44,3.37
1994,"女","屏東縣","胰",61.8,1.15
1994,"女","澎湖縣","胰",69,2.28
1994,"女","花蓮縣","胰",68,1.8
1994,"女","台東縣","胰",72,0.86
1995,"不分男女","台閩地區","胰",64.42,2.55
1995,"不分男女","台北市","胰",65.62,3.87
1995,"不分男女","台中市","胰",63.81,1.37
1995,"不分男女","台南市","胰",60.39,2.85
1995,"不分男女","高雄市","胰",63.7,1.79
1995,"不分男女","基隆市","胰",67.8,2.71
1995,"不分男女","新竹市","胰",65.09,3.23
1995,"不分男女","嘉義市","胰",70.44,3.44
1995,"不分男女","新北市","胰",65.9,3.3
1995,"不分男女","桃園市","胰",61.46,1.84
1995,"不分男女","新竹縣","胰",70.67,2.2
1995,"不分男女","宜蘭縣","胰",61.73,2.37
1995,"不分男女","苗栗縣","胰",64.57,4.11
1995,"不分男女","彰化縣","胰",64.06,2.72
1995,"不分男女","南投縣","胰",69.14,1.28
1995,"不分男女","雲林縣","胰",60.38,2.12
1995,"不分男女","嘉義縣","胰",61.93,2.47
1995,"不分男女","屏東縣","胰",62.4,1.65
1995,"不分男女","澎湖縣","胰",59,1.1
1995,"不分男女","花蓮縣","胰",66.67,2.51
1995,"不分男女","台東縣","胰",66.5,1.57
1995,"不分男女","金門縣","胰",77,2.11
1995,"男","台閩地區","胰",64.02,3.28
1995,"男","台北市","胰",64.4,4.71
1995,"男","台中市","胰",59.31,1.39
1995,"男","台南市","胰",62.16,3.37
1995,"男","高雄市","胰",62.94,2.52
1995,"男","基隆市","胰",71.33,3.15
1995,"男","新竹市","胰",64.5,4.57
1995,"男","嘉義市","胰",72.8,3.78
1995,"男","新北市","胰",65.43,4.52
1995,"男","桃園市","胰",61.59,2.78
1995,"男","新竹縣","胰",70.67,4.18
1995,"男","宜蘭縣","胰",62.56,3.73
1995,"男","苗栗縣","胰",62.6,5.1
1995,"男","彰化縣","胰",64.86,3.29
1995,"男","南投縣","胰",70.17,2.1
1995,"男","雲林縣","胰",63.5,2.52
1995,"男","嘉義縣","胰",56.88,2.68
1995,"男","屏東縣","胰",58.8,2.09
1995,"男","花蓮縣","胰",65,3.65
1995,"男","台東縣","胰",64.33,2.17
1995,"男","金門縣","胰",77,4.03
1995,"女","台閩地區","胰",65.22,1.77
1995,"女","台北市","胰",67.5,3.04
1995,"女","台中市","胰",68.6,1.35
1995,"女","台南市","胰",57.65,2.3
1995,"女","高雄市","胰",65.69,1.02
1995,"女","基隆市","胰",62.5,2.25
1995,"女","新竹市","胰",66.67,1.82
1995,"女","嘉義市","胰",67.5,3.1
1995,"女","新北市","胰",66.97,2.03
1995,"女","桃園市","胰",61,0.82
1995,"女","宜蘭縣","胰",58,0.89
1995,"女","苗栗縣","胰",68.25,3.01
1995,"女","彰化縣","胰",62.69,2.1
1995,"女","南投縣","胰",63,0.38
1995,"女","雲林縣","胰",55.17,1.68
1995,"女","嘉義縣","胰",68.67,2.25
1995,"女","屏東縣","胰",69.6,1.15
1995,"女","澎湖縣","胰",59,2.31
1995,"女","花蓮縣","胰",72.5,1.2
1995,"女","台東縣","胰",73,0.86
1996,"不分男女","台閩地區","胰",64.72,3.21
1996,"不分男女","台北市","胰",66.93,4.49
1996,"不分男女","台中市","胰",63.51,2.65
1996,"不分男女","台南市","胰",65.28,3.61
1996,"不分男女","高雄市","胰",64.8,1.67
1996,"不分男女","基隆市","胰",72.25,3.21
1996,"不分男女","新竹市","胰",62.46,3.76
1996,"不分男女","嘉義市","胰",70.27,4.18
1996,"不分男女","新北市","胰",63.59,3.22
1996,"不分男女","桃園市","胰",65.3,2.36
1996,"不分男女","新竹縣","胰",62.93,3.37
1996,"不分男女","宜蘭縣","胰",66.58,2.58
1996,"不分男女","苗栗縣","胰",55.07,2.68
1996,"不分男女","彰化縣","胰",63.3,3.64
1996,"不分男女","南投縣","胰",62.5,5.86
1996,"不分男女","雲林縣","胰",65.7,3.59
1996,"不分男女","嘉義縣","胰",61.95,3.71
1996,"不分男女","屏東縣","胰",63.92,2.63
1996,"不分男女","澎湖縣","胰",72,2.22
1996,"不分男女","花蓮縣","胰",68.32,5.3
1996,"不分男女","台東縣","胰",64.88,3.15
1996,"男","台閩地區","胰",64.52,3.74
1996,"男","台北市","胰",68.05,5.07
1996,"男","台中市","胰",60.3,2.56
1996,"男","台南市","胰",64.35,4
1996,"男","高雄市","胰",62.59,1.99
1996,"男","基隆市","胰",72.78,4.66
1996,"男","新竹市","胰",60.25,4.5
1996,"男","嘉義市","胰",67.33,4.53
1996,"男","新北市","胰",64.75,4.05
1996,"男","桃園市","胰",66.69,3.2
1996,"男","新竹縣","胰",61.45,5.04
1996,"男","宜蘭縣","胰",64.6,2.07
1996,"男","苗栗縣","胰",45.8,3.39
1996,"男","彰化縣","胰",63.91,3.28
1996,"男","南投縣","胰",62.52,8.05
1996,"男","雲林縣","胰",63.89,4.53
1996,"男","嘉義縣","胰",66.64,3.68
1996,"男","屏東縣","胰",65.07,2.93
1996,"男","澎湖縣","胰",72,4.22
1996,"男","花蓮縣","胰",70.38,6.79
1996,"男","台東縣","胰",62.33,4.37
1996,"女","台閩地區","胰",65.01,2.64
1996,"女","台北市","胰",65.49,3.91
1996,"女","台中市","胰",66.61,2.74
1996,"女","台南市","胰",66.5,3.2
1996,"女","高雄市","胰",68.29,1.33
1996,"女","基隆市","胰",70.67,1.66
1996,"女","新竹市","胰",66,2.97
1996,"女","嘉義市","胰",73.8,3.84
1996,"女","新北市","胰",61.54,2.36
1996,"女","桃園市","胰",62,1.45
1996,"女","新竹縣","胰",68.33,1.53
1996,"女","宜蘭縣","胰",68,3.13
1996,"女","苗栗縣","胰",73.6,1.88
1996,"女","彰化縣","胰",62.76,4.02
1996,"女","南投縣","胰",62.44,3.46
1996,"女","雲林縣","胰",69.33,2.53
1996,"女","嘉義縣","胰",56.8,3.75
1996,"女","屏東縣","胰",62.3,2.3
1996,"女","花蓮縣","胰",63.83,3.59
1996,"女","台東縣","胰",72.5,1.72
1997,"不分男女","台閩地區","胰",64.99,3.48
1997,"不分男女","台北市","胰",67.7,4.5
1997,"不分男女","台中市","胰",62.88,3.11
1997,"不分男女","台南市","胰",63.96,3.86
1997,"不分男女","高雄市","胰",65.25,2.52
1997,"不分男女","基隆市","胰",69.42,3.16
1997,"不分男女","新竹市","胰",67.33,3.41
1997,"不分男女","嘉義市","胰",69.38,3.04
1997,"不分男女","新北市","胰",64.48,3.25
1997,"不分男女","桃園市","胰",63.78,3.59
1997,"不分男女","新竹縣","胰",62.73,3.56
1997,"不分男女","宜蘭縣","胰",61.35,3.64
1997,"不分男女","苗栗縣","胰",69.05,3.39
1997,"不分男女","彰化縣","胰",62.18,3.93
1997,"不分男女","南投縣","胰",66,4.57
1997,"不分男女","雲林縣","胰",66.86,2.79
1997,"不分男女","嘉義縣","胰",64.28,5.11
1997,"不分男女","屏東縣","胰",62.84,2.74
1997,"不分男女","澎湖縣","胰",64.5,4.39
1997,"不分男女","花蓮縣","胰",67.53,4.19
1997,"不分男女","台東縣","胰",70.43,2.77
1997,"不分男女","金門縣","胰",66,1.96
1997,"男","台閩地區","胰",65.07,4.11
1997,"男","台北市","胰",68.25,5.63
1997,"男","台中市","胰",63.45,3.52
1997,"男","台南市","胰",66.45,4.72
1997,"男","高雄市","胰",65.21,2.78
1997,"男","基隆市","胰",67,4.09
1997,"男","新竹市","胰",66.67,3.32
1997,"男","嘉義市","胰",73.33,2.26
1997,"男","新北市","胰",61.51,3.52
1997,"男","桃園市","胰",66.94,4.08
1997,"男","新竹縣","胰",58.91,4.96
1997,"男","宜蘭縣","胰",62.67,3.72
1997,"男","苗栗縣","胰",68,3.73
1997,"男","彰化縣","胰",60.32,4.6
1997,"男","南投縣","胰",65.5,6.29
1997,"男","雲林縣","胰",66.33,3.02
1997,"男","嘉義縣","胰",67,6.34
1997,"男","屏東縣","胰",62.83,3.76
1997,"男","澎湖縣","胰",63,4.19
1997,"男","花蓮縣","胰",67.33,6.29
1997,"男","台東縣","胰",70.5,4.4
1997,"男","金門縣","胰",66,3.77
1997,"女","台閩地區","胰",64.88,2.82
1997,"女","台北市","胰",66.8,3.38
1997,"女","台中市","胰",62.1,2.68
1997,"女","台南市","胰",59.73,2.95
1997,"女","高雄市","胰",65.31,2.24
1997,"女","基隆市","胰",74.25,2.18
1997,"女","新竹市","胰",68,3.5
1997,"女","嘉義市","胰",67,3.84
1997,"女","新北市","胰",68.1,2.96
1997,"女","桃園市","胰",59.29,3.08
1997,"女","新竹縣","胰",73.25,2
1997,"女","宜蘭縣","胰",59.88,3.56
1997,"女","苗栗縣","胰",70.5,3.01
1997,"女","彰化縣","胰",65.05,3.2
1997,"女","南投縣","胰",67.29,2.69
1997,"女","雲林縣","胰",67.56,2.54
1997,"女","嘉義縣","胰",59.1,3.73
1997,"女","屏東縣","胰",62.86,1.61
1997,"女","澎湖縣","胰",66,4.61
1997,"女","花蓮縣","胰",68.33,1.79
1997,"女","台東縣","胰",70,0.86
1998,"不分男女","台閩地區","胰",65.83,3.87
1998,"不分男女","台北市","胰",68.54,5.38
1998,"不分男女","台中市","胰",65.38,2.77
1998,"不分男女","台南市","胰",66.74,4.72
1998,"不分男女","高雄市","胰",66.37,4.05
1998,"不分男女","基隆市","胰",67.46,3.4
1998,"不分男女","新竹市","胰",62.57,3.93
1998,"不分男女","嘉義市","胰",64.38,4.94
1998,"不分男女","新北市","胰",65.55,3.64
1998,"不分男女","桃園市","胰",63.65,3.76
1998,"不分男女","新竹縣","胰",69.67,2.1
1998,"不分男女","宜蘭縣","胰",68.5,4.3
1998,"不分男女","苗栗縣","胰",63,4.82
1998,"不分男女","彰化縣","胰",66.36,4.23
1998,"不分男女","南投縣","胰",59.67,2.75
1998,"不分男女","雲林縣","胰",59.66,4.27
1998,"不分男女","嘉義縣","胰",65.6,3.54
1998,"不分男女","屏東縣","胰",64.38,1.43
1998,"不分男女","澎湖縣","胰",57.67,3.35
1998,"不分男女","花蓮縣","胰",66,1.96
1998,"不分男女","台東縣","胰",69.09,4.4
1998,"不分男女","金門縣","胰",64,3.92
1998,"男","台閩地區","胰",65.77,4.61
1998,"男","台北市","胰",68.47,6.94
1998,"男","台中市","胰",65.45,3.14
1998,"男","台南市","胰",67.11,5.99
1998,"男","高雄市","胰",67.01,5.07
1998,"男","基隆市","胰",63.8,2.54
1998,"男","新竹市","胰",62.46,7.12
1998,"男","嘉義市","胰",62.75,3.02
1998,"男","新北市","胰",65.95,4.23
1998,"男","桃園市","胰",64.18,4.46
1998,"男","新竹縣","胰",77.25,1.78
1998,"男","宜蘭縣","胰",67.63,6.63
1998,"男","苗栗縣","胰",63.27,5.09
1998,"男","彰化縣","胰",66.47,5.04
1998,"男","南投縣","胰",58.67,3.15
1998,"男","雲林縣","胰",58.26,5.81
1998,"男","嘉義縣","胰",59.86,2.34
1998,"男","屏東縣","胰",58.2,1.05
1998,"男","澎湖縣","胰",49,2.13
1998,"男","花蓮縣","胰",67,2.64
1998,"男","台東縣","胰",67.17,4.46
1998,"男","金門縣","胰",58,3.79
1998,"女","台閩地區","胰",65.91,3.09
1998,"女","台北市","胰",68.67,3.84
1998,"女","台中市","胰",65.29,2.38
1998,"女","台南市","胰",66.07,3.38
1998,"女","高雄市","胰",65.21,2.98
1998,"女","基隆市","胰",69.75,4.31
1998,"女","新竹市","胰",64,0.58
1998,"女","嘉義市","胰",65.11,6.9
1998,"女","新北市","胰",64.98,3.04
1998,"女","桃園市","胰",62.79,3
1998,"女","新竹縣","胰",63.6,2.46
1998,"女","宜蘭縣","胰",72,1.78
1998,"女","苗栗縣","胰",62.67,4.52
1998,"女","彰化縣","胰",66.19,3.35
1998,"女","南投縣","胰",61.17,2.3
1998,"女","雲林縣","胰",63.22,2.55
1998,"女","嘉義縣","胰",68.69,4.87
1998,"女","屏東縣","胰",68.25,1.84
1998,"女","澎湖縣","胰",62,4.7
1998,"女","花蓮縣","胰",63.5,1.2
1998,"女","台東縣","胰",71.4,4.34
1998,"女","金門縣","胰",70,4.05
1999,"不分男女","台閩地區","胰",66.29,4.2
1999,"不分男女","台北市","胰",69.31,5.41
1999,"不分男女","台中市","胰",66.83,3.88
1999,"不分男女","台南市","胰",67.35,4.48
1999,"不分男女","高雄市","胰",64.85,3.55
1999,"不分男女","基隆市","胰",66.26,4.93
1999,"不分男女","新竹市","胰",66.28,6.91
1999,"不分男女","嘉義市","胰",68.8,3.77
1999,"不分男女","新北市","胰",64.7,3.96
1999,"不分男女","桃園市","胰",67.58,4.49
1999,"不分男女","新竹縣","胰",66.86,1.61
1999,"不分男女","宜蘭縣","胰",67.15,4.3
1999,"不分男女","苗栗縣","胰",67,5.18
1999,"不分男女","彰化縣","胰",64.35,3.98
1999,"不分男女","南投縣","胰",65.54,4.41
1999,"不分男女","雲林縣","胰",64.63,4.29
1999,"不分男女","嘉義縣","胰",64.21,5.15
1999,"不分男女","屏東縣","胰",61,2.75
1999,"不分男女","澎湖縣","胰",72.67,3.37
1999,"不分男女","花蓮縣","胰",66.5,3.37
1999,"不分男女","台東縣","胰",62.13,3.23
1999,"不分男女","金門縣","胰",65,3.87
1999,"男","台閩地區","胰",65.91,4.92
1999,"男","台北市","胰",69.8,7.03
1999,"男","台中市","胰",64.18,4.89
1999,"男","台南市","胰",66.8,4.9
1999,"男","高雄市","胰",64.23,4.33
1999,"男","基隆市","胰",69.78,4.55
1999,"男","新竹市","胰",65.94,8.65
1999,"男","嘉義市","胰",60,2.25
1999,"男","新北市","胰",64.72,4.9
1999,"男","桃園市","胰",68.16,5.17
1999,"男","新竹縣","胰",66.67,1.32
1999,"男","宜蘭縣","胰",68.31,5.4
1999,"男","苗栗縣","胰",63,5.78
1999,"男","彰化縣","胰",63.66,4.72
1999,"男","南投縣","胰",65.56,5.63
1999,"男","雲林縣","胰",62,4.56
1999,"男","嘉義縣","胰",65.33,5.05
1999,"男","屏東縣","胰",59.75,2.53
1999,"男","澎湖縣","胰",86,2.14
1999,"男","花蓮縣","胰",68.38,4.24
1999,"男","台東縣","胰",65,3
1999,"女","台閩地區","胰",66.85,3.43
1999,"女","台北市","胰",68.43,3.83
1999,"女","台中市","胰",71.5,2.84
1999,"女","台南市","胰",68.06,4.03
1999,"女","高雄市","胰",65.89,2.73
1999,"女","基隆市","胰",63.1,5.33
1999,"女","新竹市","胰",66.89,5.08
1999,"女","嘉義市","胰",72.57,5.32
1999,"女","新北市","胰",64.65,3
1999,"女","桃園市","胰",66.74,3.78
1999,"女","新竹縣","胰",67,1.94
1999,"女","宜蘭縣","胰",65,3.12
1999,"女","苗栗縣","胰",72.67,4.52
1999,"女","彰化縣","胰",65.45,3.18
1999,"女","南投縣","胰",65.5,3.08
1999,"女","雲林縣","胰",68,3.98
1999,"女","嘉義縣","胰",63,5.27
1999,"女","屏東縣","胰",62.15,3
1999,"女","澎湖縣","胰",66,4.73
1999,"女","花蓮縣","胰",62.75,2.39
1999,"女","台東縣","胰",59.25,3.49
1999,"女","金門縣","胰",65,7.97
2000,"不分男女","台閩地區","胰",67.17,4.55
2000,"不分男女","台北市","胰",71.01,5.71
2000,"不分男女","台中市","胰",67.48,4.31
2000,"不分男女","台南市","胰",63.29,3.37
2000,"不分男女","高雄市","胰",65.76,4.29
2000,"不分男女","基隆市","胰",67,6.69
2000,"不分男女","新竹市","胰",69.37,5.16
2000,"不分男女","嘉義市","胰",61.73,5.64
2000,"不分男女","新北市","胰",65.21,4.43
2000,"不分男女","桃園市","胰",66.82,4.44
2000,"不分男女","新竹縣","胰",66.56,4.09
2000,"不分男女","宜蘭縣","胰",69.59,4.73
2000,"不分男女","苗栗縣","胰",66.43,4.11
2000,"不分男女","彰化縣","胰",67.38,3.82
2000,"不分男女","南投縣","胰",72.3,4.25
2000,"不分男女","雲林縣","胰",68.45,5.92
2000,"不分男女","嘉義縣","胰",66.64,6.4
2000,"不分男女","屏東縣","胰",64.61,3.09
2000,"不分男女","澎湖縣","胰",71.4,11.17
2000,"不分男女","花蓮縣","胰",70,5.09
2000,"不分男女","台東縣","胰",65.38,3.26
2000,"不分男女","金門縣","胰",56,3.72
2000,"不分男女","連江縣","胰",67,14.85
2000,"男","台閩地區","胰",66.64,5.57
2000,"男","台北市","胰",70.3,7.1
2000,"男","台中市","胰",68.51,5.39
2000,"男","台南市","胰",61.24,4.35
2000,"男","高雄市","胰",66.76,5.38
2000,"男","基隆市","胰",66.81,8.04
2000,"男","新竹市","胰",67,6.92
2000,"男","嘉義市","胰",61.73,11.21
2000,"男","新北市","胰",64.96,5.22
2000,"男","桃園市","胰",67.08,5.95
2000,"男","新竹縣","胰",71.4,4.34
2000,"男","宜蘭縣","胰",67.6,6.23
2000,"男","苗栗縣","胰",67.46,4.42
2000,"男","彰化縣","胰",62.35,3.83
2000,"男","南投縣","胰",70.77,4.6
2000,"男","雲林縣","胰",67.65,6.62
2000,"男","嘉義縣","胰",64.38,8.76
2000,"男","屏東縣","胰",60,2.53
2000,"男","澎湖縣","胰",69.57,14.93
2000,"男","花蓮縣","胰",71.38,6.95
2000,"男","台東縣","胰",62.75,3.03
2000,"男","金門縣","胰",56,7.17
2000,"男","連江縣","胰",67,26.38
2000,"女","台閩地區","胰",68.06,3.48
2000,"女","台北市","胰",72.16,4.34
2000,"女","台中市","胰",65.72,3.21
2000,"女","台南市","胰",67.29,2.33
2000,"女","高雄市","胰",63.98,3.16
2000,"女","基隆市","胰",67.3,5.28
2000,"女","新竹市","胰",74.5,3.32
2000,"女","新北市","胰",65.58,3.62
2000,"女","桃園市","胰",66.25,2.85
2000,"女","新竹縣","胰",60.5,3.82
2000,"女","宜蘭縣","胰",73.86,3.12
2000,"女","苗栗縣","胰",65.1,3.76
2000,"女","彰化縣","胰",72.83,3.8
2000,"女","南投縣","胰",74.3,3.87
2000,"女","雲林縣","胰",69.61,5.14
2000,"女","嘉義縣","胰",72.5,3.77
2000,"女","屏東縣","胰",68.06,3.69
2000,"女","澎湖縣","胰",75.67,7.04
2000,"女","花蓮縣","胰",66.4,3
2000,"女","台東縣","胰",68,3.52
2001,"不分男女","台閩地區","胰",66.93,4.6
2001,"不分男女","台北市","胰",68.1,6.19
2001,"不分男女","台中市","胰",66.51,3.82
2001,"不分男女","台南市","胰",66.77,4.22
2001,"不分男女","高雄市","胰",64.41,3.84
2001,"不分男女","基隆市","胰",68.11,4.6
2001,"不分男女","新竹市","胰",69.67,5.63
2001,"不分男女","嘉義市","胰",68.73,4.1
2001,"不分男女","新北市","胰",65.53,3.99
2001,"不分男女","桃園市","胰",68.38,4.59
2001,"不分男女","新竹縣","胰",70.52,5.15
2001,"不分男女","宜蘭縣","胰",66.7,6.44
2001,"不分男女","苗栗縣","胰",70.86,6.6
2001,"不分男女","彰化縣","胰",66.02,3.96
2001,"不分男女","南投縣","胰",66.88,4.61
2001,"不分男女","雲林縣","胰",67.14,5.92
2001,"不分男女","嘉義縣","胰",61.59,5.68
2001,"不分男女","屏東縣","胰",67.29,4.51
2001,"不分男女","澎湖縣","胰",68.4,5.42
2001,"不分男女","花蓮縣","胰",69.39,5.1
2001,"不分男女","台東縣","胰",71.86,2.86
2001,"男","台閩地區","胰",66.61,5.59
2001,"男","台北市","胰",68.32,7.08
2001,"男","台中市","胰",66.6,5.18
2001,"男","台南市","胰",65.94,5.29
2001,"男","高雄市","胰",64.4,4.66
2001,"男","基隆市","胰",62.38,4
2001,"男","新竹市","胰",69.82,8.94
2001,"男","嘉義市","胰",67.33,4.46
2001,"男","新北市","胰",65.01,4.94
2001,"男","桃園市","胰",68,5.97
2001,"男","新竹縣","胰",69.85,5.57
2001,"男","宜蘭縣","胰",70.57,5.82
2001,"男","苗栗縣","胰",71.14,7.14
2001,"男","彰化縣","胰",66.3,5.44
2001,"男","南投縣","胰",66.43,4.95
2001,"男","雲林縣","胰",64.5,6.62
2001,"男","嘉義縣","胰",60.79,6.4
2001,"男","屏東縣","胰",67.41,6.12
2001,"男","澎湖縣","胰",63,4.16
2001,"男","花蓮縣","胰",66.17,6.44
2001,"男","台東縣","胰",73.33,4.58
2001,"女","台閩地區","胰",67.46,3.56
2001,"女","台北市","胰",67.83,5.32
2001,"女","台中市","胰",66.3,2.44
2001,"女","台南市","胰",68.25,3.1
2001,"女","高雄市","胰",64.43,3
2001,"女","基隆市","胰",72.7,5.24
2001,"女","新竹市","胰",69,2.18
2001,"女","嘉義市","胰",70.4,3.75
2001,"女","新北市","胰",66.39,3.02
2001,"女","桃園市","胰",69.15,3.15
2001,"女","新竹縣","胰",71.4,4.69
2001,"女","宜蘭縣","胰",63.31,7.1
2001,"女","苗栗縣","胰",70.5,6
2001,"女","彰化縣","胰",65.33,2.37
2001,"女","南投縣","胰",67.45,4.24
2001,"女","雲林縣","胰",70.94,5.13
2001,"女","嘉義縣","胰",62.77,4.88
2001,"女","屏東縣","胰",67,2.76
2001,"女","澎湖縣","胰",72,6.79
2001,"女","花蓮縣","胰",75.83,3.6
2001,"女","台東縣","胰",63,0.88
2002,"不分男女","台閩地區","胰",66.64,4.91
2002,"不分男女","台北市","胰",69.86,6.36
2002,"不分男女","台中市","胰",65.24,4.11
2002,"不分男女","台南市","胰",64.73,5.4
2002,"不分男女","高雄市","胰",64.74,4.7
2002,"不分男女","基隆市","胰",68.58,6.13
2002,"不分男女","新竹市","胰",63.6,3.96
2002,"不分男女","嘉義市","胰",70.53,5.6
2002,"不分男女","新北市","胰",66.5,4.81
2002,"不分男女","桃園市","胰",64.64,4.3
2002,"不分男女","新竹縣","胰",70.18,4.86
2002,"不分男女","宜蘭縣","胰",65.94,7.54
2002,"不分男女","苗栗縣","胰",69.22,4.81
2002,"不分男女","彰化縣","胰",68.39,5.39
2002,"不分男女","南投縣","胰",66.9,3.88
2002,"不分男女","雲林縣","胰",64.8,4.04
2002,"不分男女","嘉義縣","胰",66.35,4.09
2002,"不分男女","屏東縣","胰",64.72,4.3
2002,"不分男女","澎湖縣","胰",80.5,4.33
2002,"不分男女","花蓮縣","胰",68.61,6.53
2002,"不分男女","台東縣","胰",52.5,1.64
2002,"男","台閩地區","胰",66.42,5.6
2002,"男","台北市","胰",69.13,7.68
2002,"男","台中市","胰",65.82,5.14
2002,"男","台南市","胰",65.24,7.4
2002,"男","高雄市","胰",66.07,5.29
2002,"男","基隆市","胰",68.45,5.5
2002,"男","新竹市","胰",67.08,6.23
2002,"男","嘉義市","胰",67.27,8.19
2002,"男","新北市","胰",66.38,5.5
2002,"男","桃園市","胰",63.78,5.34
2002,"男","新竹縣","胰",68.67,3.81
2002,"男","宜蘭縣","胰",67.36,5.85
2002,"男","苗栗縣","胰",67.4,5.1
2002,"男","彰化縣","胰",66.92,5.72
2002,"男","南投縣","胰",64.7,3.54
2002,"男","雲林縣","胰",64.12,4.34
2002,"男","嘉義縣","胰",64.42,4.05
2002,"男","屏東縣","胰",63.22,3.81
2002,"男","澎湖縣","胰",77,2.08
2002,"男","花蓮縣","胰",71.42,6.47
2002,"男","台東縣","胰",57.67,2.3
2002,"女","台閩地區","胰",66.94,4.19
2002,"女","台北市","胰",70.94,5.07
2002,"女","台中市","胰",64.26,3.06
2002,"女","台南市","胰",63.53,3.31
2002,"女","高雄市","胰",62.95,4.1
2002,"女","基隆市","胰",68.69,6.79
2002,"女","新竹市","胰",49.67,1.61
2002,"女","嘉義市","胰",79.5,2.99
2002,"女","新北市","胰",66.66,4.1
2002,"女","桃園市","胰",66.14,3.2
2002,"女","新竹縣","胰",71.23,6.01
2002,"女","宜蘭縣","胰",65,9.35
2002,"女","苗栗縣","胰",71.5,4.5
2002,"女","彰化縣","胰",70.19,5.04
2002,"女","南投縣","胰",68.91,4.25
2002,"女","雲林縣","胰",65.69,3.7
2002,"女","嘉義縣","胰",68.45,4.14
2002,"女","屏東縣","胰",66,4.84
2002,"女","澎湖縣","胰",81.67,6.77
2002,"女","花蓮縣","胰",65.55,6.6
2002,"女","台東縣","胰",37,0.88
2003,"不分男女","台閩地區","胰",66.62,5.18
2003,"不分男女","台北市","胰",68,5.63
2003,"不分男女","台中市","胰",64.7,4.78
2003,"不分男女","台南市","胰",67.99,5.01
2003,"不分男女","高雄市","胰",66.39,5.1
2003,"不分男女","基隆市","胰",64.61,5.86
2003,"不分男女","新竹市","胰",70.58,6.27
2003,"不分男女","嘉義市","胰",67.75,4.45
2003,"不分男女","新北市","胰",65.63,4.08
2003,"不分男女","桃園市","胰",66.36,4.61
